MIC,Company,Address,City,State
LMT,LAGNER MARINE ENTERPRISES,"BOX 59, MIDDLE RD. RT. 127",WOOLWICH,ME
LMU,LIGHTHOUSE MARINER,OLD TOWN HWY,EAST HAVEN,CT
LMV,LARRY'S MACHINE SHOP,RT 2 BOX 7B,ST BERNARD,LA
LMW,SOUTHERN EXPOSURE SEA KAYAKS,PO BOX 4530,TEQUESTA,FL
LMX,LAUREL MARINE INC,ROUTE 1 BOX 282,E.BERNSTADT,KY
LMY,LEWISVILLE MARINE INC,675 HEMBRY ST,LEWISVILLE,TX
LMZ,LAZZARA MARINE CORP,5250 W TYSON AVE,TAMPA,FL
LNA,LINDSAYS,1239 ANDREW ST,COOS BAY,OR
LNB,LANCER BOATS,PO BOX 48,ADEL,GA
LNC,LAND 'N' CRAFT,2-A ROYAL PINES DR,MILTON,FL
LND,LAND & SEA INC,20000 MONTEREY ROAD,MORGAN HILL,CA
LNE,SHORELINE MARINE SERV,1626 PLACENTIA AVENUE,COSTA MESA,CA
LNF,SEAVIVOR INC,576 S. ARLINGTON AVE,DES PLAINES,IL
LNG,LANNING MARINE,PO BOX 282,WINTER HARBOR,ME
LNH,CLEVELANDS OUTDOOR LTD,2220 SW RAILROAD AVE,HAMMOND,LA
LNI,L & N ENTERPRISES,"ROUTE 1, BOX 26",OCALA,FL
LNJ,LANDER BOATBUILDING CO,10519 SHADY DR,HUDSON,FL
LNK,LAKE MARINE INC,2200 SUREKOTE RD,NEW ORLEANS,LA
LNL,LAND-N-SEA WELDING INC,P.O. BOX 1198,KAILUA-KONA,HI
LNM,LENHAN INDUSTRIES,3619 EAGLENEST DRIVE,SPRING HILL,FL
LNN,LINN MFG CO,1125 N 6TH AVE,HIAWATHA,IA
LNO,L&L BOATS,1227 SOUTH ST,KEY WEST,FL
LNP,ADVENTURE BOATS,1402 MCCULLOCH BL #1,LAKE HAVASU CTY,AZ
LNQ,WWW TRIKINI PROJECT,1710 SE 12TH TERRACE,CAPE CORAL,FL
LNR,NORTH RIP LLC,PO BOX 438,BRISTOL,RI
LNS,LINESIDER BOATS LLC,321 SW 18 Rd,Miami,FL
LNT,L&B TECHNOLOGY INC,2137 RIVER ROAD,LOWER BANK,NJ
LNU,QUICKSTEP INC,PO BOX 218,WARREN,RI
LNV,LANAVERRE USA BT-DIV,PO BOX 6031,ANNAPOLIS,MD
LNW,LAND AND WATER,12104 FROST RD,KANSAS CITY,MO
LNX,"LANGE AMERICA, INC","918 DREW ST, SUITE A",CLEARWATER,FL
LNY,LA NUEVA YOLA,PO BOX 881,MAYAGUEZ,PR
LNZ,L AND S MANUFACTURING,HIGHWAY 54 S,ELDON,MO
LOA,LOBELL'S ALUMINUM WELDING,P.O. BOX 340,PRAIRIEVILLE,LA
LOB,LOBELLS CUSTOM BOATS DBA,16553 AIRLINE HIGHWAY,PRAIRIEVILLE,LA
LOC,LOW COUNTRY FABRICATIONS,1108 PINEVIEW DR,COLUMBIA,SC
LOD,LEIGH OUTDOOR PRODUCTS INC,62 SOUTH 950 WEST,BRIGHAM CITY,UT
LOE,LIVE OAK BOATWORKS INC,1700 CANADY ROAD,WILMINGTON,NC
LOF,LAFAYETTE MFG INC,830 N. ATLANTA,TULSA,OK
LOG,"LOGICAL BOAT CO, INC",259 S BAYVIEW AVE,AMITYVILLE,NY
LOH,LOONEY'S HYDRO MFG. INC.,955 W. MAIN ST.,WILMINGTON,OH
LOI,ANDRE INTERNATIONAL INC,15100 NW WILLIS RD,MCMINNVILLE,OR
LOJ,LOW TIDE BOATS LLC,4450 RIVER GROVE LANE,BUCKINGHAM,FL
LOK,LOCKHART MARINE LLC,PO BOX 2614,SARASOTA,FL
LOL,PRO-APOLLO BOATS,PO BOX 39045,NINILCHIK,AK
LOM,LOMAS YACHT SALES INC,8003 45 WAY N.,LAKE PARK,FL
LON,LONNIE'S BOATS,PO BOX 522,WEWAHITCHKA,FL
LOO,LONG LAKE BOATWORKS,323 EAST SHORE RD,NINE MILE FALLS,WA
LOP,GENMAR LOGIC LLC,100 GOLDEN DRIVE,DURHAM,NC
LOQ,LOS GATOS BOATWORKS,100 MONTCLAIR ROAD,LOS GATOS,CA
LOR,LASHER CUSTOM BOATS,PO BOX 1423,DUNNELLOW,FL
LOS,"LOW COUNTRY CUSTOMS, LLC",1650 FM 2725,Ingleside,TX
LOT,CAMP-A-LOT,RT#4 BOX #227,WARSAW,MO
LOU,LOU BLAKE CUS BOAT BLD,13400 GREENSPRINGS,ASHLAND,OR
LOV,LAUGHING LOON CUSTOM CANOES,833 COLRAIN RD,GREENFIELD,MA
LOW,LOWELL BOATWORKS LLC,27 Perryman Dr,Brunswick,ME
LOX,LONGTAIL BOATS INC,6122 LONG DRIVE,HOUSTON,TX
LOY,LIVINGSTON OYSTER CO,10990 HWY 17 N,MCCLELLANVILLE,SC
LOZ,POSEIDON SPORT BOAT INC,6901 SW 26 COURT,MIRAMAR,FL
LPA,LAZAGA POWERBOATS,9811 SW 146 PLACE,MIAMI,FL
LPB,"Legend Performance Boats, LLC",13400 SW 83rd Ave,Miami,FL
LPC,LOUIS A PICARD,VILLAGE HURON,QUEBEC,QC
LPD,"LILYPAD LABS, INC.","44 E 8th St, Suite 400",Holland,MI
LPE,LIFETIME PRODUCTS,PO BOX 160010,CLEARFIELD,UT
LPF,LONE PINE FABRICATION LLC,6350 N TALGACH VIEW DR,WASILLA,AK
LPG,SUN DEVIL MARINE & MFG,564 E. JAUNITA AVENUE #5,MESA,AZ
LPH,LP CUSTOMS,302 E JACKSON STREET,NEW HOLLAND,PA
LPI,LEMMINGTON PRODUCTS,400 S BEVERLY DR,BEVERLY HILLS,CA
LPJ,LIGHTNING POWER BOATS,6028 21ST STREET EAST,BRADENTON,FL
LPK,LAKE PARK MARINE INC,PO BOX 568,CAMDENTON,MO
LPL,LESEVA PACIFIC MARINE LTD,PO BOX 16094,NEWPORT BEACH,CA
LPM,BLUE KEEL LIMITED,P.O. Box 71,Norwalk,CT
LPN,LIGHTNING PERFORMANCE BOATS,8838-B ELDER CREEK ROAD,SACRAMENTO,CA
LPO,LOUISIANA PIROGUE,3272 HIGHWAY 1215,ZWOLLE,LA
LPP,FLORIDA MARINE PROPULSION CORP,2990 W STATE ROAD 84,FT LAUDERDALE,FL
LPQ,COBBETT CUSTOM BOATWORKS LLC,28150 DOROTHY AVE,LITTLE TORCH KEY,FL
LPR,LAMINATED PRODS CO,1953 AUSTIN ST,SAN ANGELO,TX
LPS,BIG ADVENTURES LLC,210 OLD AIRPORT ROAD,FLETCHER,NC
LPT,FLORIDA TAX ADVISORY LLC,"1700 N McMullen Booth Rd, Sui",Clearwater,FL
LPU,LAPSTRAKE BOAT CO,11930 NORTH DRIVE,CLEARLAKE,CA
LPV,L P VERWEY BOATS,3146 LEON RD,JACKSONVILLE,FL
LPW,LAPRAIRIE'S BAIT & WELD SHOP,PO BOX 384,SIMMESPORT,LA
LPX,EL PIRATA INC,3085 SE WAALER ST,STUART,FL
LPY,INTL YACHTS & EQUIPMNT CO LTD,1905 SOUTH PACIFIC AVENUE,SAN PEDRO,CA
LPZ,LEGENDS PERFORMANCE LLC,PO BOX 160,MARINE CITY,MI
LQA,AUCOINS ALUM WELDING & FAB,4415 HIGHWAY 70 SOUTH,PIERRE PART,LA
LQB,EAGLE LAKE DUCK BOATS,645 3RD AVENUE SW,BRITT,IA
LQC,LEAVITT QUALITY CORP,RT 1 BOX 1549,HAMPDEN HGLNDS,ME
LQD,"LIQUID ASSETS OF SC, LLC",25214 SC Highway 121,Whitmire,SC
LQE,WATERFRONT MARINE,"2437 GRAND AVENUE, #291",VENTURA,CA
LQF,LAKE MANUFACTURING INC,2648 EAST BEAVER DR,KAWKAWLIN,MI
LQG,LEHMAN'S CUSTOM BOATS,323 PINE STREET,STEELTON,PA
LQH,DAN'S CUSTOM BOATS,346 BARNES AVENUE,CIRCLEVILLE,OH
LQI,VANQUISH CUSTOM BOATS,2750 MULBERRY STREET,RIVERSIDE,CA
LQJ,SUPERIOR BOAT LLC,259 MAIN ST,SUPERIOR,WI
LQK,L & B BOATWORKS,704 ROBIN RD,MOREHEAD CITY,NC
LQL,CHARLES STENBECK,2330 BROAD STREET,LAKE CHARLES,LA
LQM,SEAIRA INC,400 INDUSTRIAL CIRCLE,SEBASTIAN,FL
LQN,ALUMA MARINE,1901A DESTREHAN AVE.,HARVEY,LA
LQO,VALHALLA,7104 ARTHURS ROAD,FT. PIERCE,FL
LQP,LILIPAD OUTDOORS LLC,5806 S PERKINS RD,STILLWATER,OK
LQQ,RENEGADE BOAT COMPANY LLC,2232 NORTH SOUTHPORT AVE,CHICAGO,IL
LQR,MIGHTY JON,812 WEST POPLAR STREET,HARRISBURG,IL
LQS,BLANCHARD'S ALUMINUM,119 EAST DRIVE,PIERRE PART,LA
LQT,COUGAR CUSTOM BOATS LLC,1609 COUNTRYSIDE AVE,LAKE HAVASU CITY,AZ
LQU,HOPLITE BOATS (DBA),1006 PERRY HIGHWAY,HARMONY,PA
LQV,FLAT CREEK LODGES INC,PO BOX 1356,HALEYVILLE,AL
LQW,QUIRK'S WELDING LLC,3712 HIGHWAY 10,WASHINGTON,LA
LQX,JOHN'S BAY BOAT CO,PO BOX 58,SOUTH BRISTOL,ME
LQY,MIRAMAR MARINE LLC,"1885 FM 448, BLDG D",GIDDINGS,TX
LQZ,GATOR BOATS LLC,596 ISLAND HOLLOW ROAD,HOT SPRINGS,NC
LRA,Lazzara Yachts INC.,501 South Dakota Ave,Tampa,FL
LRB,LAGUNA RUNNER BOATS,15587 FM 1018,LYFORD,TX
LRC,COUNTRY LADY INC.,250 SE 10 TH AVE,GAINESVILLE,FL
LRD,LIBRA INDUSTRIES,"RFD 1, BOX 69",PEMBROKE,ME
LRE,LAKE RUNNER ENTERPRISE,107 MAIN STREET,HUXLEY,IA
LRF,LYNCHES RIVER BOAT & TACKLE,RT 1 BOX 86,COWARD,SC
LRG,LARGO INTERCOASTAL,12458 145TH LANE N,CLEARWATER,FL
LRH,MERIDIAN YACHTS INC,8572 BELLMEAD DR,HUNTINGT0N BCH,CA
LRI,LEAR MARINE INC,130 S.W. 24TH STREET,FT LAUDERDALE,FL
LRJ,CLEARWATER MANAGEMENT CORP,"1444 GILLHAM DRIVE, SUITE 500",MEMPHIS,TN
LRK,BROOKLINE,PO BOX 73,MONMOUTH,OR
LRL,LACROSSE RIVERBOAT CO,PO BOX 1805,LACROSSE,WI
LRM,LARRY'S RIVETING,900 CRICKLEWOOD SW,WYOMING,MI
LRN,"LAGOON ROYAL NORTH AMERICA, L",14 CAMEO DR,RICHBORO,PA
LRO,MOORE'S BOAT REPAIR &,P.O. BOX 1568,HOMOSASSA SPRNG,FL
LRP,LARCO IMPORTS,P O BOX 1470,SAN ANTONIO,TX
LRQ,POWER-TECH MANUF & PERF INC,"6953 SONNY DALE DR, UNIT G",WEST MELBOURNE,FL
LRR,L R ROSE BOWORKS,PO BOX 56,HARKERS ISLND,NC
LRS,LUHRS CO,3010 COLLEGE AVE,GOSHEN,IN
LRT,LEISURE KRAFT PONTUNES INC,1996 PEAVINE ROAD,CROSSVILLE,TN
LRU,LITTLE RIVER MARINE,250 SE 10 AVE; POB 986,GAINESVILLE,FL
LRV,LOST RIVER MARINE INC,490 SW SALERNO ROAD,STUART,FL
LRW,KEVIN MARTIN BOATBUILDER,16 WINDSOR LANE,EPPING,NH
LRX,LANCER BOATS,7441 LAMBUTH,DEER PARK,TX
LRY,L'ACQUA ROYALE YACHTS,4121 Eastridge Circle,Deerfield Beach,FL
LSA,L'IL SHINKY'S CUSTOM BOATS,268 WITHERSPOON RD,YAZOO CITY,MS
LSB,BETTER BOATS INC,PO BOX 2154,PORT ANGELES,WA
LSC,LSC FIBERGLASS INC,1217 Middleground Church Rd,EASTMAN,GA
LSD,LANIER STRIP BOATS,RT 1 BOX 213,TABOR CITY,NC
LSE,LAKELAND SPORTS CENTER,ROUTE 1,GLENBEULAH,WI
LSF,LAND & SEA,PO BOX 1907,LA PLATA,MD
LSG,LISK DISTRIBUTING INC,PO BOX 8099,STOCKTON,CA
LSH,LONE STAR MULTIHULLS INC,4375 COFFEE PORT ROAD,BROWNSVILLE,TX
LSI,ODYSSEY RAFTS LLC,6085 GREENFIELD LOOP,HELENA,MT
LSJ,LIST BROKERAGE & MGMT,15 E 40TH ST / S#702,NEW YORK,NY
LSK,LONE STAR BOAT WORKS LLC,14920 OLD IRISH FARM ROAD,BAYTOWN,TX
LSL,LANDING SOLUTIONS LLC,13704 SW 145TH CT,MIAMI,FL
LSM,LAKESIDE MARINE,13225 HWY 71 WEST,DEECAVES,TX
LSN,LANPHERE & SON MARINE,PO BOX 1195,WESTPORT,WA
LSO,LEISTER BOAT CO,81268 LOST CREEK RD,DEXTER,OR
LSP,LSC PERFORMANCE,1590 CAMMACK RD,BELLINGHAM,WA
LSQ,LISENBY BOATS INC,1490 WEST HOPKINS LANE,LECANTO,FL
LSR,LAND AND SEA RV INC,310 E. STEEL ST.,SEYMOUR,MO
LSS,LEE S SIMPSON CO,2491 W SHAW AVE #126,FRESNO,CA
LST,ADVANCED INFLATABLES,50 S BRYAN RD,DANIA BEACH,FL
LSU,SURTEES LEONARD,445 E AVE,CORRONDAO,CA
LSV,ALLIED MARINE/AZIMUT,2550 S. BAYSHORE DRIVE,COCONUT GROVE,FL
LSW,LEE S. WILBUR & CO,P. O. BOX 1300,SOUTHWEST HARBOR,ME
LSX,LOCK STOCK AND BARREL,36568 BOYCE DRIVE,CLINTON TWP,MI
LSY,LAMBRETTA SOUTH INC. dba RIVA MOTORSPORTS,3671 N DIXIE HWY,POMPANO BEACH,FL
LSZ,SEA MIST BOAT CO,3841-R2-SAMPSON RD,LITTLE SUAMICO,WI
LTA,LEISURE TIME BOATS,8845 W OLYMPIC BLVD,BEVERLY HILLS,CA
LTB,LIMITLESS BOATS,3780 NW 52ND ST,MIAMI,FL
LTC,LITCHFIELD CUSTOM BOATS,2615 1/2 STATE ST,CARLSBAD,CA
LTD,LIBERTY BOATS,4741 ARROW HWY,MONTCLAIR,CA
LTE,LORTIE ENTERPRISES,3479 OLD CONEJO RD,NEWBURY PARK,CA
LTF,LITTLE & UPTON INC,108 LAKEWOOD DR,CONYERS,GA
LTG,LIFETIME BEAM COMPANY,PO BOX 245,ENOLA,PA
LTH,LEISURE TECH INDUSTRIES INC,3146 CACTUS CIRCLE,HIGHLAND,CA
LTI,TED WARES WELDING,610 TWIST ST,GREENVILLE,MS
LTJ,LAPSTRAKE TENDERS,7419 35TH ST NW,GIG HARBOR,WA
LTK,L T BOAT CO,1212 MARKET ST,GREEN BAY,WI
LTL,LITTLE RIVER BOATS INC,7600 4TH STREET,WHITE CITY,OR
LTM,L2 MANUFACTURING LLC,"102 S. RIVER DRIVE, SUITE 103",TEMPE,AZ
LTN,LASH-TAMARON DISTRIB,461 FROM RD.,PARAMUS,NJ
LTO,LAMONT LTD,BOX 399,BURLINGTON,IA
LTP,"LIFETIME PRODUCTIONS, INC.","FREEPORT CENTER, BLDG D-11",CLEARFIELD,UT
LTQ,THE LITTLE BOAT SHOP,P O BOX 126,BATH,NC
LTR,THE EISENHAUER MFG CO,409 CENTER ST,VAN WERT,OH
LTS,LITTLE SHIPS,560 SEA GULL DR,SATELLITE BCH,FL
LTT,LOTT-CRAFT BOATS,P O BOX 1155,DOUGLASS,GA
LTU,ALBIN MARINE INC.,PO BOX 228,COS COB,CT
LTV,LITTON MARINE CO INC,PO BOX 681142,TAIPEI,
LTW,"Little Beach Boatworks, LLC",125 Central Ave,Port Republic,NJ
LTX,LOTUS X LLC,6218 South Wildman Lane,Coeur D Alene,ID
LTY,LIBERTY YACHTS USA CORP,1848 HARBOR PL,NAPLES,FL
LTZ,LITTLE TEXAS BOATS,5004 ARROWDELL,BALCH SPRINGS,TX
LUA,BLUE FIN YACHTS,44 RIVERDALE CT,WARWICK,RI
LUB,UNICORN BOAT SHOP,12 BAY AVE,OYSTER BAY,NY
LUC,LUCCHESE BOAT CO,PO BOX 329 HWY 1431,MARBLE FALLS,TX
LUD,LAUDERDALE MRN MFG INC,5641 DEWEY STREET,HOLLYWOOD,FL
LUE,ST LUCIE SUN COAST BOATS,200B NACO ROAD,FT PIERCE,FL
LUF,LUBEC SHIPYARD INC,1138 NORTH LUBEC ROAD,LUBEC,ME
LUG,"LUGER YACHTS, INC.",RTE. 1 BOX 280A,MERIDEN,KS
LUH,CHAMELEON OUTDOOR PADDLE SPORTS,512 E STAMPER RD,WINAMAC,IN
LUI,AMES POINT BOATWORKS LLC,2353 ELO ROAD,PICKETT,WI
LUJ,LUXE MARINE LLC,5735 SW 72ND STREET STE 5735,MIAMI,FL
LUK,OWEN B LUKE,515 MITCHEL RD,CPE ELIZABETH,ME
LUL,FLAT OUT,271 MONTEREY AVENUE,SAINT AUGUSTINE,FL
LUM,CALYPSO BOATS WORKS INC,5575 DOBBINS BRIDGE ROAD,ANDERSON,SC
LUN,LUND BOAT DIVISION,PO BOX 248,NEW YORK MILLS,MN
LUO,SOLUNA YACHTS LLC,4331 W Tradewinds Ave,LAUDERDALE-BY-THE-SEA,FL
LUP,LUAU BOATS,1128 MURPHYS GRD RD; POB 990,ANGELS CAMP,CA
LUQ,LUQUILLO BOAT GLASS INC,PO BOX 314,PUERTO REAL,PR
LUR,A.L. LURIE COMPANY,25 LEXINGTON AVE,MAGNOLIA,MA
LUS,LUSKA LLC,1245 Vine St #4,Los Angeles,CA
LUT,DENO BOATS,1717 3RD AVE,TAMPA,FL
LUU,THE LUG BOAT CO,2029 E 114TH AVE,NORTHGLEN,CO
LUV,LUXOR INC MRN DIVISION,115 OLD DAYTONA RD,DELAND,FL
LUW,LUCAS BOATWORKS,5220 39TH AVENUE EAST,BRADENTON,FL
LUX,"TWISTER MARINE, INC.",1950 W COPANS RD,POMPANO BEACH,FL
LUY,CLASSIC BARNEGAT SNEAKBOXES,606 BROADWAY STREET,ROCKWOOD,PA
LVA,LOVELAND ASSOCIATES IN,PO BOX 3485,PEABODY,MA
LVB,CERNY BOAT COMPANY,7601 EAST TREASURE DRIVE,NORTH BAY VILLA,FL
LVC,LOVRIC'S SEA CRAFT INC,3022 OAKES AVE,ANACORTES,WA
LVD,FULL CURL BOATS,78684 OLSON ROAD,BOARDMAN,OR
LVE,LIVE EVERGLADE LLC,15308 Spring Hill Ln,Pflugerville,TX
LVF,LOVFALD MARINE,589 ISLAND AVE,TARPON SPGS,FL
LVG,L G CUSTOM SAILBOATS,13625 GULF BLVD,MADERIA BEACH,FL
LVH,LEMON BAY BOAT WORKS,252 WEST LANGSNER STREET,ENGLEWOOD,FL
LVI,LIVINGSTON BOATS INC,406 RAILROAD STREET,YELM,WA
LVJ,ARCHERCRAFT LLC,39441 MODOC POINT ROAD,CHILOQUIN,OR
LVL,LEVIATHAN BOAT WORKS,396 ARTHUR AVE,HOLLAND,MI
LVM,LEVCO MARINE,1739 SOUTH IRBY ST,FLORENCE,SC
LVN,LEON EVANS,62 CARROL DR,SUMTER,SC
LVQ,ROBERT KUNKLE ENTERPRISES,243 WEST MAIN STREET,FAYETTEVILLE,PA
LVR,"REVEL BOATS, LLC",7500 Amsterdam Drive,Orlando,FL
LVS,SAND LIVESTOCK SYSTEMS,1418 25TH ST BOX 948,COLUMBUS,NE
LVU,SUNCO PRODUCTS INC,16039 LOUKELTON STREET,CITY OF INDUSTR,CA
LVY,SEA STREAK MARINE PRODUCTS FL,14510 SW 291 ST,HOMESTEAD,FL
LWA,WILLIAM LAWRENCE,12011 SE GRANT,PORTLAND,OR
LWB,Low Water Boats LLC,1020 SE 9th Street Unit A,Cape Coral,FL
LWC,LOWE BOATS,2900 INDUSTRIAL DRIVE,LEBANON,MO
LWD,L.D. WELDING,18750 GREENWELL SPRINGS ROAD,GREENWELL SPRINGS,LA
LWE,SUNBACKER FIBERGLASS INC,"17453 147TH ST SE, UNIT 1",MONROE,WA
LWF,LONE WOLF CANOE,RR #4 BOX 801,PLYMOUTH,NH
LWG,LEIDECKER WORLD TRADNG,800 E NORTHWEST HWY#530,PALATINE,IL
LWK,LAINE LOMBAS WELDING LLC,419 CHESTER LEE ST,LAROSE,LA
LWL,WILSON BOATWORKS,62890 BOYD ACRES ROAD,BEND,OR
LWM,LEWIS MARINE RESRCH & DEVEL,22043 AGNA COURT,TEHACHAPI,CA
LWN,LOWE INDUSTRIES,2900 INDUSTRIAL DR,LEBANON,MO
LWO,THE LOON WORKS,361 MCFALLS CIRCLE,ANDERSON,SC
LWP,LAKEWAVE PRODUCTS,1092 SOUTH 525 EAST,MARION,IN
LWQ,SOUTHERN GENESIS BOATS,1526 COALHILL ROAD,HARRIMAN,TN
LWR,L W ROBSTOCK SKIFFS,49 BREAKNECK LANE,MILLFORD,CT
LWS,LESTER WESTMORELAND,RT 2 BOX F,CELINA,TN
LWT,"WORTMAN, L",PO BOX 826,DANA POINT,CA
LWV,LANDRY'S WELDING SERVICE,4209 BERTHLOT ST.,ADDIS,LA
LWX,LYNN'S WELDING SHOP LLC,7355 HWY 61 S,VICKSBURG,MS
LWY,"LIGHTWAVE YACHTS, INC",406 RICHARD ROAD,ROCKLEDGE,FL
LWZ,LEE W ZIMMERMANN,34 MOUNT VERNON DR,TOMS RIVER,NJ
LXB,DAVID A LAUX BOATBUILDER INC,18043 ASKETUM BRANCH RD,GEORGETOWN,DE
LXC,L&S COMPOSITES INC,7512 POINTE AUX CHENES RD,OCEAN SPRINGS,MS
LXD,BLACKJACK MARINE INC,17696 118TH TRAIL NORTH,JUPITER,FL
LXE,LEXCEL BOATS,680 SOUTH PARDUE STREET,VIVIAN,LA
LXF,LOUISIANA CUST FIBERGL,PO BOX 459,COVINGTON,LA
LXG,LIGHTNING BOATS,PO BOX 1163,TEMECULA,CA
LXH,GREAT WHITE BOAT COMPANY,3141 LOTHERIDGE RD,GAINSVILLE,GA
LXI,LEXIS INTERNATIONAL,52645 PARK SIX COURT,ELKHART,IN
LXL,LUXOR MARINE LLC,59 LAXALT DRIVE,MOUND HOUSE,NV
LXM,LEGACY MARINE,PO BOX 1400,CLANTON,AL
LXN,MONARCH YACHTS,1891 YOSEITE RD,BERKELEY,CA
LXP,LIQUID GLASS POWERBOATS,1310 WEST 1ST STREET,SUMNER,IA
LXQ,GIROUX SPEED & MARINE,512 DAWSON,CAMARILLO,CA
LXR,LAKE ORION MAR & MFG,10 PARK BLVD,LAKE ORION,MI
LXS,LYNX POWER BOAT DESIGNS INC,1043 HIDDEN COURT,LAKELAND,FL
LXT,"Luxe Toon, LLC",51308 Burlington Rd,Marcellus,MI
LXX,LANCER INDUSTRIES INC,1438 N STONEWALL,MEMPHIS,TN
LXY,LRT YACHT SALES LLC,1935 COMMERCE LN SUITE #9,JUPITER,FL
LYA,PENTA III (LANCER YHT),PENT HIGHWAY,WALLINGFORD,CT
LYB,LAMBERS YACHT DESIGN,PO BOX 177,MACATAWA,MI
LYC,LAZZARA YACHT CORP,5250 WEST TYSON AVE,TAMPA,FL
LYD,LYDIA YACHTS OF STUART,272 N FLAGLER,STUART,FL
LYE,LUTON MARINE CORPORATION,PO BOX 2366,LAKE CITY,FL
LYF,LYDIA BOATS INC,2350 NORTH OLD DIXIE HIGHWAY,FORT PIERCE,FL
LYG,SEA FOX BOAT COMPANY INC,2550 HWY 52,MONCKS CORNER,SC
LYH,LIBERTY YACHT CORP,"RTE 2, BOX 548",LELAND,NC
LYI,LIBERTY YACHTS,"1800 WESTLAKE AVE N, #304",SEATTLE,WA
LYJ,LOMBARDI YACHTS INC,28 Ferguson St,POQUOSON,VA
LYK,LAYTON'S BOATWORKS LLC,PO BOX 147,EDENTON,NC
LYL,"SLADE MANUFACTURING, LLC",2694 NORTH ARDENWOOD DR,BATON ROUGE,LA
LYM,EBBTIDE HOLDING LLC,2545 Jones Creek Road,White Bluff,TN
LYN,LYNX,507 NW 9th Ave,Crystal River,FL
LYO,LOST ISLAND YACHTS INC,PO BOX 74,RUTHVEN,IA
LYP,LANCER YACHT CORP,226 21ST ST,NEWPORT BEACH,CA
LYQ,BOLES WORKS,1843 NORTH BROADWAY,SALEM,IL
LYR,LINDYS MARINE,RT 6 BOX 910,BROOKSVILLE,FL
LYS,LARSEN YACHT SALES INC,118 GROPH LN,ANNAPOLIS,MD
LYT,LEGENDARY YACHTS LLC,5730 Sheffield Rd,Jacksonville,FL
LYU,OLYMPIC MFG INC,4230 W CLARKSTON RD,CLARKSTON,MI
LYV,LEDRY CORPORATION,15 PARADISE PLAZA #224,SARASOTA,FL
LYW,LANDFALL YACHT SALES,5017 LAKEHURST LANE,BELLEVUE,WA
LYX,LAWRENCE YACHT CO,1342 NW 14TH AVE,POMPANO BEACH,FL
LYY,LEGENDARY YACHTS INC.,PO BOX 720,WASHOUGAL,WA
LZA,LAZER POWER BOATS CORPS,2398 NW 147 ST,OPA LOCKA,FL
LZB,BLAZE MARINE INC,252 ILA STREET,STUART,FL
LZE,LASER BOATS,1830 S. BAKER AVE,ONTARIO,CA
LZI,FUTURA SURF SKIS,901 WEST 8TH ST,BENICIA,CA
LZJ,MORGAN BOAT COMPANY,RFD #1 BOX 164A,SURRY,ME
LZM,"BEE BOAT COMPANY, INC","RT 45 SOUTH, PO BOX 245",PAXTON,IL
LZQ,C. A. M. I. LLC,714 OKEETEE ROAD,RIDGELAND,SC
LZR,LASERCRAFT,PO BOX 590,SPARKS,GA
LZS,SUMSTAD MFG INC,3913 STATE 371 NW,HACKENSACK,MN
LZT,CENTRAL FLORIDA FIBERGLASS,1608 FORT MEADE ROAD,FROSTPROOF,FL
LZY,LAZZARA YACHTS GROUP CORP,402 SOUTH CLARK RD,TAMPA,FL
MAA,M. E. WILLIAMS LTD,7040 BEMBE BEACH RD,ANNAPOLIS,MD
MAB,MAMBA BOAT COMPANY INC,3033 S. PADRE ISLAND DR,CORPUS CHRISTI,TX
MAC,MACGREGOR YACHT CORP,1631 PLACENTIA AVENUE,COSTA MESA,CA
MAD,CONFLUENCE WATERSPORTS CO,3761 OLD GLENOLA ROAD,TRINITY,NC
MAE,MaesTrall,439 Lawton Rd,Charlotte,NC
MAF,MARKETFLEET INC,13434 BROWNS VALLEY DRIVE,CHICO,CA
MAG,MAGNUM MARINE CORP.,2900 NE 188TH ST,AVENTURA,FL
MAH,MARSHALL MARINE,"115 THOMPSON AVE, UNIT 3",SANTA CRUZ,CA
MAI,ALPHA YACHTS,57 PATCHOGUE ST,PATCHOGUE,NY
MAJ,MAPLE BAY BOAT CO.,"1333 N. NORTHLAKE WAY, STE.#3",SEATTLE,WA
MAK,BRUNSWICK MARINE MONARK DIV,PO BOX 517/201 STARCRAFT DR,TOPEKA,IN
MAL,MALLET CONSULTING INC,P.O. Box 208,Pierre Part,LA
MAM,MID AMERICAN BOAT DIVISION,PO BOX 493,SYRACUSE,IN
MAN,MANITOWOC MARINA LLC,425 Maritime Dr.,Manitowoc,WI
MAO,MASSIMO MARINE,3101 W MILLER RD,GARLAND,TX
MAP,ESSEX PERFORMANCE BOATS,1830 S. BAKER AVE,ONTARIO,CA
MAQ,GENMAR YACHT GROUP LLC,POB 1010 790 MARKHAM DRIVE,PULASKI,WI
MAR,MARITIME APPLIED PHYSICS,1850 FRANFURST AVE,CURTIS BAY,MD
MAS,CAROLINA CUSTOM MARINE LLC,1529 OLD WILLIAMSTON RD,ANDERSON,SC
MAT,MARTIN BOATS,399 CENTRAL FL PKWY UNIT C,ORLANDO,FL
MAU,MAURELL PRODUCTS INC,"2710 S M-52, PO BOX 190",OWOSSO,MI
MAV,TEXAS SPORT BOATS,310 BIGELOW ST,ARANSAS PASS,TX
MAW,MANTARAY WATERCRAFT,2730 SE 39TH LOOP UNIT C,HILLSBORO,OR
